userid,gender,age,occupation,zipcode,age_desc,occ_desc
2119,M,35,4,10036,35-44,college/grad student
2120,M,1,0,2780,Under 18,other or not specified
2121,M,56,13,2356,56+,retired
2122,M,35,12,61614,35-44,programmer
2123,F,35,0,13064,35-44,other or not specified
2124,M,25,0,12306,25-34,other or not specified
2125,M,35,3,46033,35-44,clerical/admin
2126,M,56,14,2632,56+,sales/marketing
2127,M,18,4,12309,18-24,college/grad student
2128,F,45,1,46737,45-49,academic/educator
2129,M,25,5,4103,25-34,customer service
2130,M,45,0,3060,45-49,other or not specified
2131,M,25,0,1701,25-34,other or not specified
2132,M,56,14,2632,56+,sales/marketing
2133,F,1,10,1607,Under 18,K-12 student
2134,M,18,10,2780,18-24,K-12 student
2135,M,50,1,1778,50-55,academic/educator
2136,M,35,18,13027,35-44,tradesman/craftsman
2137,F,1,10,681,Under 18,K-12 student
2138,F,18,4,88119,18-24,college/grad student
2139,F,50,3,33615,50-55,clerical/admin
2140,M,45,14,46804,45-49,sales/marketing
2141,F,50,16,48706,50-55,self-employed
2142,F,45,14,46804,45-49,sales/marketing
2143,M,18,4,32607,18-24,college/grad student
2144,M,18,0,46517,18-24,other or not specified
2145,M,18,10,32750,18-24,K-12 student
2146,M,18,2,96002,18-24,artist
2147,F,18,0,60641,18-24,other or not specified
2148,F,18,0,81301,18-24,other or not specified
2149,M,25,0,60089,25-34,other or not specified
2150,F,18,4,22904,18-24,college/grad student
2151,M,56,13,33316,56+,retired
2152,M,18,4,22807,18-24,college/grad student
2153,M,18,16,97405,18-24,self-employed
2154,M,25,12,68508,25-34,programmer
2155,F,1,10,50246,Under 18,K-12 student
2156,M,18,19,55912,18-24,unemployed
2157,F,18,3,45244,18-24,clerical/admin
2158,M,25,12,60618,25-34,programmer
2159,F,50,14,60618,50-55,sales/marketing
2160,F,18,19,46556,18-24,unemployed
2161,F,35,2,95521,35-44,artist
2162,F,1,10,35810,Under 18,K-12 student
2163,M,18,0,87122,18-24,other or not specified
2164,M,35,0,95826,35-44,other or not specified
2165,M,25,7,32836,25-34,executive/managerial
2166,M,1,10,99203,Under 18,K-12 student
2167,F,25,6,95833,25-34,doctor/health care
2168,M,1,10,60202,Under 18,K-12 student
2169,M,1,0,95451,Under 18,other or not specified
2170,F,50,16,99114,50-55,self-employed
2171,M,35,0,48103,35-44,other or not specified
2172,M,18,20,60641,18-24,writer
2173,M,50,13,87502,50-55,retired
2174,M,50,12,87505,50-55,programmer
2175,M,25,4,99217,25-34,college/grad student
2176,M,1,19,73505,Under 18,unemployed
2177,F,35,20,95451,35-44,writer
2178,M,45,14,85251,45-49,sales/marketing
2179,F,25,0,28304,25-34,other or not specified
2180,M,25,12,27713-9225,25-34,programmer
2181,M,25,0,45245,25-34,other or not specified
2182,F,25,4,60443,25-34,college/grad student
2183,F,56,1,11795,56+,academic/educator
2184,M,18,4,45403,18-24,college/grad student
2185,M,45,17,27502,45-49,technician/engineer
2186,M,18,5,41018,18-24,customer service
2187,M,45,16,60126,45-49,self-employed
2188,F,18,19,60641,18-24,unemployed
2189,M,1,10,60148,Under 18,K-12 student
2190,F,25,15,27603,25-34,scientist
2191,M,18,4,45231,18-24,college/grad student
2192,F,25,0,27713,25-34,other or not specified
2193,M,1,10,41011,Under 18,K-12 student
2194,M,25,17,45233,25-34,technician/engineer
2195,M,1,10,60148,Under 18,K-12 student
2196,M,25,12,45140,25-34,programmer
2197,F,25,1,27515,25-34,academic/educator
2198,F,35,9,46815,35-44,homemaker
2199,M,1,10,60613,Under 18,K-12 student
2200,M,35,1,60016,35-44,academic/educator
2201,M,56,20,46804,56+,writer
2202,F,1,10,11743,Under 18,K-12 student
2203,M,45,12,53718,45-49,programmer
2204,M,56,3,94941,56+,clerical/admin
2205,F,25,7,10016,25-34,executive/managerial
2206,M,45,7,11201,45-49,executive/managerial
2207,M,18,4,7508,18-24,college/grad student
2208,M,25,0,10006,25-34,other or not specified
2209,M,35,7,10011,35-44,executive/managerial
2210,M,45,17,88005-4313,45-49,technician/engineer
2211,M,45,6,1950,45-49,doctor/health care
2212,M,18,4,80521,18-24,college/grad student
2213,F,25,0,60622,25-34,other or not specified
2214,F,25,1,46807,25-34,academic/educator
2215,F,25,0,93940,25-34,other or not specified
2216,F,25,20,60612,25-34,writer
2217,M,1,10,44906,Under 18,K-12 student
2218,M,35,17,64153,35-44,technician/engineer
2219,M,25,6,60060,25-34,doctor/health care
2220,F,50,3,95451-9554,50-55,clerical/admin
2221,M,56,17,94931,56+,technician/engineer
2222,F,45,1,13088,45-49,academic/educator
2223,M,25,2,60123,25-34,artist
2224,M,25,12,60025,25-34,programmer
2225,M,25,5,96815,25-34,customer service
2226,F,25,7,27514,25-34,executive/managerial
2227,M,50,14,60016,50-55,sales/marketing
2228,M,25,12,60025,25-34,programmer
2229,M,45,0,61821,45-49,other or not specified
2230,F,45,1,60302,45-49,academic/educator
2231,M,50,11,85726,50-55,lawyer
2232,M,25,14,60061,25-34,sales/marketing
2233,F,35,3,60187,35-44,clerical/admin
2234,M,56,1,85718,56+,academic/educator
2235,M,1,10,46324,Under 18,K-12 student
2236,M,1,10,96782,Under 18,K-12 student
2237,F,35,6,14905,35-44,doctor/health care
2238,F,25,4,32607,25-34,college/grad student
2239,M,18,10,60148,18-24,K-12 student
2240,M,45,12,64117,45-49,programmer
2241,M,45,5,60647,45-49,customer service
2242,M,18,4,60115,18-24,college/grad student
2243,M,45,2,86701,45-49,artist
2244,M,1,10,60565,Under 18,K-12 student
2245,M,1,10,60007,Under 18,K-12 student
2246,M,25,0,60622,25-34,other or not specified
2247,M,45,2,60613,45-49,artist
2248,F,35,12,46755,35-44,programmer
2249,M,25,5,60466,25-34,customer service
2250,M,18,19,60010,18-24,unemployed
2251,M,35,14,60626,35-44,sales/marketing
2252,F,18,1,1562,18-24,academic/educator
2253,F,50,0,46815,50-55,other or not specified
2254,M,35,5,33317,35-44,customer service
2255,F,35,6,44303,35-44,doctor/health care
2256,F,45,15,59840,45-49,scientist
2257,F,18,4,59715,18-24,college/grad student
2258,F,18,4,10033,18-24,college/grad student
2259,F,56,16,70503,56+,self-employed
2260,F,25,20,46835,25-34,writer
2261,M,25,5,33025,25-34,customer service
2262,M,45,17,48116,45-49,technician/engineer
2263,M,25,6,70508,25-34,doctor/health care
2264,F,45,7,37877,45-49,executive/managerial
2265,M,56,13,60506,56+,retired
2266,F,50,2,48118,50-55,artist
2267,F,56,13,37774,56+,retired
2268,F,35,1,46774,35-44,academic/educator
2269,F,45,0,11217,45-49,other or not specified
2270,M,18,1,14620,18-24,academic/educator
2271,M,50,14,13210,50-55,sales/marketing
2272,M,25,0,71731,25-34,other or not specified
2273,M,25,6,23235,25-34,doctor/health care
2274,M,18,2,31401,18-24,artist
2275,M,56,7,39211,56+,executive/managerial
2276,M,56,13,44143,56+,retired
2277,F,45,9,13035,45-49,homemaker
2278,M,50,17,1536,50-55,technician/engineer
2279,M,50,7,8816,50-55,executive/managerial
2280,M,56,6,74105,56+,doctor/health care
2281,M,45,11,48104,45-49,lawyer
2282,M,50,2,32117,50-55,artist
2283,M,35,18,44708,35-44,tradesman/craftsman
2284,M,25,20,90024,25-34,writer
2285,F,1,10,13090,Under 18,K-12 student
2286,M,35,17,82604,35-44,technician/engineer
2287,M,56,0,6082,56+,other or not specified
2288,M,1,10,13066,Under 18,K-12 student
2289,F,50,1,52002,50-55,academic/educator
2290,M,25,0,61021,25-34,other or not specified
2291,M,45,1,13214,45-49,academic/educator
2292,M,50,15,13039,50-55,scientist
2293,F,56,3,48130,56+,clerical/admin
2294,M,56,13,48108,56+,retired
2295,M,45,11,72316,45-49,lawyer
2296,F,25,6,22923,25-34,doctor/health care
2297,M,56,13,52003,56+,retired
2298,M,35,17,77584,35-44,technician/engineer
2299,F,18,10,13090,18-24,K-12 student
2300,M,56,13,49423,56+,retired
2301,F,25,12,2478,25-34,programmer
2302,M,50,12,48104,50-55,programmer
2303,M,50,17,8055,50-55,technician/engineer
2304,M,45,12,94103,45-49,programmer
2305,M,50,20,48104,50-55,writer
2306,F,18,4,2138,18-24,college/grad student
2307,M,25,17,2140,25-34,technician/engineer
2308,F,45,16,48103,45-49,self-employed
2309,F,45,0,8901,45-49,other or not specified
2310,M,45,12,48130,45-49,programmer
2311,F,25,4,22902,25-34,college/grad student
2312,M,45,0,13131,45-49,other or not specified
2313,F,50,6,48103-4711,50-55,doctor/health care
2314,F,25,1,13210,25-34,academic/educator
2315,M,56,7,48114,56+,executive/managerial
2316,M,35,0,13207,35-44,other or not specified
2317,F,45,9,57108,45-49,homemaker
2318,M,56,7,48114,56+,executive/managerial
2319,M,35,7,48104,35-44,executive/managerial
2320,F,50,1,6043,50-55,academic/educator
2321,M,25,7,30115,25-34,executive/managerial
2322,F,56,13,48105,56+,retired
2323,M,35,3,13088,35-44,clerical/admin
2324,M,35,17,50321,35-44,technician/engineer
2325,F,18,4,27708,18-24,college/grad student
2326,M,18,4,1040,18-24,college/grad student
2327,M,18,10,48169,18-24,K-12 student
2328,M,56,7,13212,56+,executive/managerial
2329,F,56,15,97367,56+,scientist
2330,M,45,7,48103,45-49,executive/managerial
2331,M,56,1,48104,56+,academic/educator
2332,M,56,14,1545,56+,sales/marketing
2333,M,50,6,13035,50-55,doctor/health care
2334,F,56,7,1562,56+,executive/managerial
2335,M,50,17,48197,50-55,technician/engineer
2336,M,35,18,13146,35-44,tradesman/craftsman
2337,M,35,17,49424,35-44,technician/engineer
2338,M,45,17,13152,45-49,technician/engineer
2339,F,56,3,52003,56+,clerical/admin
2340,M,35,2,48104,35-44,artist
2341,M,56,1,13210,56+,academic/educator
2342,M,35,3,48107,35-44,clerical/admin
2343,F,45,1,1604,45-49,academic/educator
2344,M,25,12,2139,25-34,programmer
2345,M,35,16,98031,35-44,self-employed
2346,F,1,10,48105,Under 18,K-12 student
2347,M,35,1,48116,35-44,academic/educator
2348,M,50,12,6082,50-55,programmer
2349,M,25,8,50309,25-34,farmer
2350,M,18,4,44312,18-24,college/grad student
2351,F,25,0,11106,25-34,other or not specified
2352,M,50,13,41076,50-55,retired
2353,F,35,9,61270,35-44,homemaker
2354,M,35,11,94306,35-44,lawyer
2355,F,45,9,13203,45-49,homemaker
2356,F,50,16,13207,50-55,self-employed
2357,F,35,14,13316,35-44,sales/marketing
2358,F,56,6,6074,56+,doctor/health care
2359,M,56,13,13685,56+,retired
2360,M,50,6,13210,50-55,doctor/health care
2361,M,56,7,49423,56+,executive/managerial
2362,M,25,14,94110,25-34,sales/marketing
2363,M,50,14,95823,50-55,sales/marketing
2364,F,56,9,13078,56+,homemaker
2365,M,50,7,13203,50-55,executive/managerial
2366,F,45,16,1532,45-49,self-employed
2367,F,25,9,49424,25-34,homemaker
2368,F,56,13,13057,56+,retired
2369,M,35,14,6040,35-44,sales/marketing
2370,M,50,1,13215,50-55,academic/educator
2371,F,35,7,6082,35-44,executive/managerial
2372,F,45,7,1602,45-49,executive/managerial
2373,M,45,7,94109,45-49,executive/managerial
2374,M,25,14,94404,25-34,sales/marketing
2375,F,50,7,13027,50-55,executive/managerial
2376,M,25,1,13210,25-34,academic/educator
2377,M,35,0,6108,35-44,other or not specified
2378,M,25,3,75150,25-34,clerical/admin
2379,M,18,18,13045,18-24,tradesman/craftsman
2380,M,25,4,22903,25-34,college/grad student
2381,F,35,9,13066,35-44,homemaker
2382,M,50,13,59715,50-55,retired
2383,F,25,14,95125,25-34,sales/marketing
2384,M,35,17,62034,35-44,technician/engineer
2385,F,45,2,1545,45-49,artist
2386,F,25,0,6040,25-34,other or not specified
2387,M,25,17,32224,25-34,technician/engineer
2388,M,56,5,6082,56+,customer service
2389,M,25,16,37922,25-34,self-employed
2390,F,25,6,33076,25-34,doctor/health care
2391,M,50,18,13126,50-55,tradesman/craftsman
2392,F,56,3,6040,56+,clerical/admin
2393,M,56,13,13123,56+,retired
2394,M,35,6,37923,35-44,doctor/health care
2395,M,35,7,8021,35-44,executive/managerial
2396,F,18,0,22102,18-24,other or not specified
2397,F,35,11,43201,35-44,lawyer
2398,M,25,0,98122,25-34,other or not specified
2399,M,35,17,11355,35-44,technician/engineer
2400,F,25,16,95687,25-34,self-employed
2401,M,25,4,22901,25-34,college/grad student
2402,M,45,17,32024,45-49,technician/engineer
2403,M,18,4,37743,18-24,college/grad student
2404,M,18,7,64055,18-24,executive/managerial
2405,M,50,8,78065,50-55,farmer
2406,F,56,12,1520,56+,programmer
2407,M,35,16,11358,35-44,self-employed
2408,F,45,1,1609,45-49,academic/educator
2409,F,35,9,6074,35-44,homemaker
2410,M,56,7,6071,56+,executive/managerial
2411,F,35,14,1536,35-44,sales/marketing
2412,M,56,13,1501,56+,retired
2413,F,56,7,6118,56+,executive/managerial
2414,M,25,1,49503,25-34,academic/educator
2415,M,25,7,22407,25-34,executive/managerial
2416,M,45,7,1531,45-49,executive/managerial
2417,M,45,1,53045,45-49,academic/educator
2418,F,1,10,6074,Under 18,K-12 student
2419,M,25,0,6096,25-34,other or not specified
2420,M,50,7,37938,50-55,executive/managerial
2421,M,35,7,44306,35-44,executive/managerial
2422,F,50,9,2865,50-55,homemaker
2423,F,45,9,1520,45-49,homemaker
2424,M,25,17,95035,25-34,technician/engineer
2425,F,35,14,45243,35-44,sales/marketing
2426,M,56,0,1606,56+,other or not specified
2427,F,25,14,94010,25-34,sales/marketing
2428,M,45,17,45255,45-49,technician/engineer
2429,M,25,2,22903,25-34,artist
2430,M,25,4,22902,25-34,college/grad student
2431,F,25,4,22903,25-34,college/grad student
2432,M,25,4,22903,25-34,college/grad student
2433,M,25,4,22903,25-34,college/grad student
2434,M,25,4,22901,25-34,college/grad student
2435,M,25,4,22903,25-34,college/grad student
2436,M,25,7,22902,25-34,executive/managerial
2437,M,25,4,22923,25-34,college/grad student
2438,M,35,1,22903,35-44,academic/educator
2439,M,45,17,48105,45-49,technician/engineer
2440,M,50,17,1430,50-55,technician/engineer
2441,F,45,6,42406,45-49,doctor/health care
2442,M,35,17,36830,35-44,technician/engineer
2443,F,35,0,49464,35-44,other or not specified
2444,F,45,4,42420,45-49,college/grad student
2445,M,25,0,48104,25-34,other or not specified
2446,M,18,7,10038,18-24,executive/managerial
2447,M,25,14,3051,25-34,sales/marketing
2448,M,35,6,37932,35-44,doctor/health care
2449,M,56,13,37922,56+,retired
2450,M,45,16,1612,45-49,self-employed
2451,M,45,12,37853,45-49,programmer
2452,M,45,7,1545,45-49,executive/managerial
2453,M,25,7,55429,25-34,executive/managerial
2454,M,18,0,97005,18-24,other or not specified
2455,M,35,7,48197,35-44,executive/managerial
2456,M,25,5,48103,25-34,customer service
2457,M,25,0,60656,25-34,other or not specified
2458,M,25,7,85040,25-34,executive/managerial
2459,M,50,7,44313,50-55,executive/managerial
2460,F,50,1,36067,50-55,academic/educator
2461,M,18,4,98117,18-24,college/grad student
2462,M,35,1,44303,35-44,academic/educator
2463,M,25,7,33916,25-34,executive/managerial
2464,F,18,4,44106,18-24,college/grad student
2465,M,50,6,44333,50-55,doctor/health care
2466,M,25,15,94303,25-34,scientist
2467,M,1,10,44224,Under 18,K-12 student
2468,M,50,1,44240,50-55,academic/educator
2469,M,25,4,90048,25-34,college/grad student
2470,M,35,18,52001,35-44,tradesman/craftsman
2471,M,50,13,98683,50-55,retired
2472,M,25,18,37922,25-34,tradesman/craftsman
2473,M,25,12,98105,25-34,programmer
2474,M,25,12,83815,25-34,programmer
2475,F,25,18,98115,25-34,tradesman/craftsman
2476,M,50,12,78703,50-55,programmer
2477,M,45,0,42420,45-49,other or not specified
2478,M,50,1,37922,50-55,academic/educator
2479,F,25,1,23454,25-34,academic/educator
2480,F,18,20,94410,18-24,writer
2481,M,35,14,3054,35-44,sales/marketing
2482,F,50,3,37772,50-55,clerical/admin
2483,M,56,13,90503,56+,retired
2484,M,45,5,31901,45-49,customer service
2485,M,35,14,95746,35-44,sales/marketing
2486,M,18,12,98105,18-24,programmer
2487,M,45,7,55438,45-49,executive/managerial
2488,F,45,2,31804,45-49,artist
2489,F,35,9,37843,35-44,homemaker
2490,M,25,12,94703,25-34,programmer
2491,M,35,7,22904,35-44,executive/managerial
2492,F,45,2,37924,45-49,artist
2493,M,45,2,90631,45-49,artist
2494,M,18,4,52003,18-24,college/grad student
2495,F,18,4,56401,18-24,college/grad student
2496,M,50,1,37932,50-55,academic/educator
2497,F,50,14,37922,50-55,sales/marketing
2498,M,56,18,70817,56+,tradesman/craftsman
2499,M,50,0,36109,50-55,other or not specified
2500,M,56,1,29672,56+,academic/educator
2501,M,25,15,37923,25-34,scientist
2502,M,56,13,49423,56+,retired
2503,M,35,17,19360,35-44,technician/engineer
2504,M,25,7,98115,25-34,executive/managerial
2505,M,25,7,55405,25-34,executive/managerial
2506,F,25,14,98225,25-34,sales/marketing
2507,M,25,4,94107,25-34,college/grad student
2508,F,35,3,77429,35-44,clerical/admin
2509,M,25,5,36109,25-34,customer service
2510,M,25,7,37930,25-34,executive/managerial
2511,M,25,7,15209,25-34,executive/managerial
2512,F,45,14,36109,45-49,sales/marketing
2513,M,56,1,37922,56+,academic/educator
2514,M,56,14,37922,56+,sales/marketing
2515,M,45,12,37914,45-49,programmer
2516,F,45,6,37909,45-49,doctor/health care
2517,F,35,9,53806,35-44,homemaker
2518,M,25,7,11793,25-34,executive/managerial
2519,F,45,2,14850,45-49,artist
2520,F,56,2,95448,56+,artist
2521,M,35,17,49424,35-44,technician/engineer
2522,M,18,11,60614,18-24,lawyer
2523,M,25,17,49423,25-34,technician/engineer
2524,F,56,9,38558,56+,homemaker
2525,F,35,1,37922,35-44,academic/educator
2526,M,56,13,37923,56+,retired
2527,M,35,15,36109,35-44,scientist
2528,M,56,0,37922,56+,other or not specified
2529,F,35,9,95903,35-44,homemaker
2530,M,18,0,42420,18-24,other or not specified
2531,F,45,7,52003,45-49,executive/managerial
2532,F,56,13,37917,56+,retired
2533,F,25,3,49423,25-34,clerical/admin
2534,F,50,6,37922,50-55,doctor/health care
2535,F,56,2,3431,56+,artist
2536,M,56,13,37830,56+,retired
2537,M,35,11,37620,35-44,lawyer
2538,M,56,13,37923,56+,retired
2539,M,35,7,32444,35-44,executive/managerial
2540,F,45,6,42420,45-49,doctor/health care
2541,F,35,5,49424,35-44,customer service
2542,F,45,13,37922,45-49,retired
2543,F,35,0,42420,35-44,other or not specified
2544,M,45,1,52001,45-49,academic/educator
2545,M,56,13,37830,56+,retired
2546,F,56,13,37931,56+,retired
2547,F,35,0,37920,35-44,other or not specified
2548,F,35,6,37919,35-44,doctor/health care
2549,M,56,13,37938,56+,retired
2550,M,50,7,37931,50-55,executive/managerial
2551,M,25,12,98133,25-34,programmer
2552,F,25,9,29369,25-34,homemaker
2553,M,25,7,29369,25-34,executive/managerial
2554,M,25,1,97405,25-34,academic/educator
2555,M,56,7,10522,56+,executive/managerial
2556,M,25,4,2430,25-34,college/grad student
